date,pool,pit,new_pit (y/n),pit_year,color,new_color (y/n),first_year,pool_salinity,pool_salinity_2,pool_temp,pool_temp2,sex,status,notes
4/16/2017,7,,,,yellow,y,2017,0.29,,,,,alive,
4/16/2017,7,,,,yellow,y,2017,0.29,,,,,alive,
4/16/2017,7,,,,yellow,y,2017,0.29,,,,,alive,
4/16/2017,7,,,,yellow,y,2017,0.29,,,,,alive,
4/16/2017,7,,,,yellow,y,2017,0.29,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/16/2017,12,,,,yellow,y,2017,0.32,,,,,alive,
4/20/2017,3,,,,yellow,y,2017,0.23,,,,,alive,
4/20/2017,3,,,,yellow,y,2017,0.23,,,,,alive,
4/20/2017,3,,,,yellow,y,2017,0.23,,,,,alive,
4/20/2017,6,,,,yellow,y,2017,0.31,,,,,alive,
4/20/2017,6,,,,yellow,y,2017,0.31,,,,,alive,
4/20/2017,6,,,,yellow,y,2017,0.31,,,,,alive,
4/20/2017,7,,,,yellow,y,2017,0.3,,,,,alive,
4/20/2017,7,,,,yellow,y,2017,0.3,,,,,alive,
4/20/2017,7,,,,yellow,y,2017,0.3,,,,,alive,
4/20/2017,7,,,,yellow,y,2017,0.3,,,,,alive,
4/20/2017,11,,,,yellow,y,2017,0.3,,,,,alive,
4/20/2017,11,,,,yellow,y,2017,0.3,,,,,alive,
