date,pool,pit,new_pit (y/n),pit_year,color,new_color (y/n),first_year,pool_salinity,pool_salinity_2,pool_temp,pool_temp2,sex,status,notes
03/28/24,7,none,,,none,,,0.37,1,6.1,6.1,,alive,
03/28/24,7,243206,n,,orange,n,2019,0.37,1,6.1,6.1,,alive,
03/28/24,11,243234,n,,none,,,0.8,,6.6,,,alive,
03/28/24,11,243374,n,,yellow,n,2017,0.8,,6.6,,,alive,
03/28/24,11,243330,n,,red,n,2020_2021,0.8,,6.6,,,alive,
03/28/24,11,243355,n,,orange,n,2019,0.8,,6.6,,,alive,
03/28/24,11,243403,n,,red,n,2020_2021,0.8,,6.6,,,alive,
03/28/24,11,243345,n,,none,,,0.8,,6.6,,,alive,
03/28/24,11,244880,n,,none,,,0.8,,6.6,,,alive,
03/28/24,11,243373,n,,orange,n,2019,0.8,,6.6,,,alive,
03/28/24,11,244746,n,,red,n,2020_2021,0.8,,6.6,,,alive,
03/28/24,11,243282,n,,red,n,2020_2021,0.8,,6.6,,,alive,
03/28/24,11,none,,,none,,,0.8,,6.6,,,alive,
03/28/24,11,243258,n,,orange,n,2019,0.8,,6.6,,,alive,
03/28/24,11,243263,n,,red,n,2020_2021,0.8,,6.6,,,alive,
03/28/24,11,243358,n,,none,,,0.8,,6.6,,,alive,
03/28/24,11,none,,,none,,,0.8,,6.6,,,alive,
03/28/24,11,243305,n,,none,,,0.8,,6.6,,,alive,
03/28/24,11,243237,n,,yellow,n,2017,0.8,,6.6,,,alive,
03/28/24,11,243264,n,,orange,n,2019,0.8,,6.6,,,alive,
03/28/24,11,none,,,none,,,0.8,,6.6,,,alive,
03/28/24,11,none,,,none,,,0.8,,6.6,,,alive,
03/28/24,9,243326,n,,red,n,2020_2021,2.9,,6.7,,,alive,
03/28/24,9,243337,n,,none,,,2.9,,6.7,,,alive,
03/28/24,12,243332,n,,none,,,0.45,,6.4,,,alive,
03/28/24,12,243365,n,,yellow,n,2017,0.45,,6.4,,,alive,
03/28/24,12,none,,,none,,,0.45,,6.4,,,alive,
03/28/24,12,243273,n,,red,n,2020_2021,0.45,,6.4,,,alive,
03/28/24,13,none,,,none,,,1.77,,6.7,,,alive,
03/28/24,13,243209,n,,none,,,1.77,,6.7,,,alive,
03/28/24,13,244734,n,,none,,,1.77,,6.7,,,alive,
03/28/24,13,none,,,red,n,2020_2021,1.77,,6.7,,,alive,
03/28/24,13,243244,n,,red,n,2020_2021,1.77,,6.7,,,alive,
03/28/24,15,none,,,none,,,0.7,,6.6,,,alive,
03/28/24,15,244791,n,,red,n,2020_2021,0.7,,6.6,,,alive,
03/28/24,15,243378,n,,orange,n,2019,0.7,,6.6,,,alive,
03/28/24,15,243324,n,,red,n,2020_2021,0.7,,6.6,,,alive,
03/28/24,15,243351,n,,orange,n,2019,0.7,,6.6,,,alive,
03/28/24,15,243281,n,,red,n,2020_2021,0.7,,6.6,,,alive,
03/28/24,15,243382,n,,none,,,0.7,,6.6,,,alive,
03/28/24,15,none,,,none,,,0.7,,6.6,,,alive,
03/28/24,0,244792,n,,none,,,,,,,,alive,near pool 15
03/28/24,0,none,,,none,,,,,,,,alive,near pool 15
03/28/24,0,none,,,none,,,,,,,,alive,near entrance to field site
03/28/24,0,244902,n,,none,,,,,,,,alive,above pool 6 in an unnumbered small pool
03/28/24,0,none,,,none,,,,,,,,alive,park loop road
03/28/24,0,none,,,none,,,,,,,,alive,park loop road
03/30/24,4,none,,,none,,,9.12,,9.1,,,dead,
03/30/24,12,none,,,none,,,0.43,,7.5,,,alive,
03/30/24,7,not scanned,,,,,,,,,,,alive,uncaptured
03/31/24,6,244863,n,,none,,,0.26,,10.5,,,alive,
03/31/24,7,243212,n,,none,,,0.22,0.22,10.5,10.3,,alive,
03/31/24,7,none,,,pink,n,2018,0.22,0.22,10.5,10.3,,alive,
03/31/24,2,243401,n,,red,n,2020_2021,8.0,,9.9,,,alive,"tag is deep and very faint: trust earlier tag reads, if any"
03/31/24,15,244792,n,,none,,,0.42,,10.2,,,alive,
04/01/24,7,none,,,none,,,0.09,0.25,7.6,8.4,,alive,
04/01/24,7,243350,n,,none,,,0.09,0.25,7.6,8.4,,alive,
04/01/24,7,243261,n,,red,n,2020_2021,0.09,0.25,7.6,8.4,,alive,
04/01/24,7,243355,n,,orange,n,2019,0.09,0.25,7.6,8.4,,alive,
04/01/24,11,243235,n,,orange,n,2019,0.24,,8.6,,,alive,
04/01/24,11,none,,,none,,,0.24,,8.6,,,alive,
04/01/24,16,243234,n,,none,,,0.31,,7.2,,,alive,small pool behind 12 near forest (later christened pool 16)
04/01/24,15,243275,n,,none,,,0.56,,7.6,,,alive,
04/01/24,15,243246,n,,orange,n,2019,0.56,,7.6,,,alive,
04/01/24,15,none,,,none,,,0.56,,7.6,,f,alive,gravid
04/02/24,7,244804,y,2024,orange,n,2019,0.21,0.23,8.6,8.9,,alive,
04/02/24,7,243355,n,,orange,n,2019,0.21,0.23,8.6,8.9,,alive,
04/02/24,7,243235,n,,orange,n,2019,0.21,0.23,8.6,8.9,,alive,
04/02/24,12,244780,y,2024,none,,,0.25,,8.9,,m,alive,
04/02/24,11,none,,,none,,,0.36,,10.2,,f,alive,gravid
04/02/24,13,243211,n,,orange,n,2019,0.43,,8.7,,,alive,
04/02/24,13,243386,n,,red,n,2020_2021,0.43,,8.7,,,alive,
04/02/24,13,243302,n,,none,,,0.43,,8.7,,f,alive,gravid
04/02/24,13,none,n,,none,,,0.43,,8.7,,f,alive,gravid
04/02/24,15,244823,y,2024,none,,,0.52,,8.3,,m,alive,
04/02/24,15,243275,n,,none,,,0.52,,8.3,,,alive,
04/02/24,8,not scanned,,,not scanned,,,2.15,,10.9,,f,alive,uncaptured
04/02/24,7,not scanned,,,not scanned,,,0.21,0.23,8.6,8.9,f,alive,uncaptured
04/02/24,7,not scanned,,,not scanned,,,0.21,0.23,8.6,8.9,f,alive,uncaptured
04/02/24,15,not scanned,,,not scanned,,,0.52,,8.3,,f,alive,uncaptured
04/05/24,0,none,,,none,,,,,,,,alive,on rocks near pool 7; injured with split cloaca and found lethargic and stressed (covered with white toxin)
04/05/24,11,243368,n,,none,,,25.83,,7,,,dead,
04/05/24,11,243212,n,,none,,,25.83,,7,,,dead,
04/05/24,6,244880,n,,none,,,8.25,,6,,,alive,
04/05/24,6,244783,y,2024,none,,,8.25,,6,,,alive,
04/05/24,0,243399,n,,none,,,,,,,,alive,on rocks near pool 6
04/05/24,0,none,,,none,,,,,,,f,alive,gravid; on rocks near entrance to site/in the freshwater seep
04/05/24,0,244759,y,2024,none,,,,,,,,alive,on rocks near entrance to site/in the freshwater seep
04/06/24,12,243282,n,,red,n,2020_2021,20.05,,7.5,,m,alive,
04/09/24,15,none,,,red,n,2020_2021,17.5,,11.5,,f,alive,gravid
04/09/24,15,243244,n,,red,n,2020_2021,17.5,,11.5,,m,alive,
04/10/24,0,243370,n,,red,n,2020_2021,,,,,,alive,on trail above entrance to the site
04/10/24,7,243215,n,,none,,,13.15,24.7,8.2,11.2,,alive,
04/10/24,7,243328,n,,red,n,2020_2021,13.15,24.7,8.2,11.2,m,alive,
04/10/24,7,243264,n,,orange,n,2019,13.15,24.7,8.2,11.2,,alive,
04/10/24,7,244856,y,2024,none,,,13.15,24.7,8.2,11.2,,alive,
04/10/24,7,244824,y,2024,none,,,13.15,24.7,8.2,11.2,,alive,
04/10/24,1,243318,n,,orange,n,2019,24.52,,8.6,,,alive,
04/10/24,1,none,,,none,,,24.52,,8.6,,f,alive,gravid
04/10/24,1,244837,y,2024,none,,,24.52,,8.6,,m,alive,
04/10/24,7,243357,n,,orange,n,2019,13.15,24.7,8.2,11.2,,alive,
04/10/24,0,none,,,none,,,,,,,,alive,herniated lung tissue; aborted PIT
04/10/24,0,244805,n,,none,,,,,,,,alive,above pool 7
04/10/24,7,none,,,yellow,n,2017,13.15,24.7,8.2,11.2,f,alive,gravid
04/10/24,7,243276,n,,red,n,2020_2021,13.15,24.7,8.2,11.2,m,alive,
04/10/24,7,244864,y,2024,none,,,13.15,24.7,8.2,11.2,m,alive,
04/10/24,7,243282,n,,red,n,2020_2021,13.15,24.7,8.2,11.2,m,alive,
04/10/24,7,243230,n,,yellow,n,2017,13.15,24.7,8.2,11.2,m,alive,
04/10/24,7,243352,n,,yellow,n,2017,13.15,24.7,8.2,11.2,,alive,
04/10/24,7,244752,n,,orange,n,2019,13.15,24.7,8.2,11.2,m,alive,
04/10/24,0,244863,n,,none,,,,,,,,alive,between pool 5 and entrance to site
04/10/24,2,244880,n,,none,,,24.5,,9.8,,m,alive,
04/10/24,1,244830,n,,none,,,24.52,,8.6,,m,alive,
04/10/24,7,none,,,none,,,13.15,24.7,8.2,11.2,f,alive,gravid
04/10/24,7,243273,n,,pink,n,2018,13.15,24.7,8.2,11.2,f,alive,gravid
04/10/24,7,243324,n,,red,n,2020_2021,13.15,24.7,8.2,11.2,f,alive,gravid
04/10/24,8,244839,y,2024,none,,,20.75,,9,,,alive,
04/10/24,8,244847,y,2024,none,,,20.75,,9,,,alive,
04/10/24,8,244759,n,,none,,,20.75,,9,,,alive,
04/10/24,1,243403,n,,none,,,24.52,,8.6,,,alive,
04/10/24,11,243348,n,,yellow,n,2017,21.21,,11.7,,,alive,
04/10/24,11,243332,n,,none,,,21.21,,11.7,,,alive,
04/10/24,11,243216,n,,red,n,2020_2021,21.21,,11.7,,,alive,(marked pink in raw data but cross-referenced with past years' data)
04/10/24,11,244766,n,,none,,,21.21,,11.7,,,alive,
04/10/24,11,244851,y,2024,none,,,21.21,,11.7,,,alive,
04/10/24,11,,y,2024,none,,,21.21,,11.7,,,alive,MISSING NEW PIT ID? OR PIT TAG ABORTED?
04/10/24,6,244902,n,,yellow,n,2017,0.48,,6.7,,,alive,
04/10/24,6,243370,n,,red,n,2020_2021,0.48,,6.7,,,alive,
04/10/24,6,243377,n,,yellow,n,2017,0.48,,6.7,,,alive,
04/10/24,6,244821,y,2024,red,n,2020_2021,0.48,,6.7,,,alive,
04/10/24,6,243250,n,,none,,,0.48,,6.7,,,alive,
04/10/24,6,244868,y,2024,none,,,0.48,,6.7,,,alive,
04/10/24,0,none,,,none,,,,,,,f,alive,gravid
04/10/24,12,243362,n,,none,,,9.37,,8.3,,,alive,
04/10/24,12,243220,n,,red,n,2020_2021,9.37,,8.3,,,alive,(marked pink in raw data but cross-referenced with past years' data)
04/10/24,12,none,,,none,,,9.37,,8.3,,,alive,
04/10/24,12,243276,n,,red,n,2020_2021,9.37,,8.3,,m,alive,
04/10/24,12,none,,,red,n,2020_2021,9.37,,8.3,,,alive,
04/10/24,15,243257,n,,none,,,2.5,,8.5,,,alive,
04/10/24,15,none,,,none,,,2.5,,8.5,,,alive,
04/10/24,15,none,,,none,,,2.5,,8.5,,,alive,
04/10/24,15,243327,n,,orange,n,2019,2.5,,8.5,,,alive,
04/10/24,15,none,,,none,,,2.5,,8.5,,,alive,
04/10/24,15,none,,,none,,,2.5,,8.5,,,alive,
04/10/24,15,none,,,none,,,2.5,,8.5,,,alive,
04/10/24,15,243343,n,,none,,,2.5,,8.5,,m,alive,
04/10/24,15,243255,n,,none,,,2.5,,8.5,,,alive,
04/10/24,15,243210,n,,none,,,2.5,,8.5,,,alive,
04/10/24,15,243382,n,,none,,,2.5,,8.5,,,alive,
04/10/24,15,243227,n,,red,n,2020_2021,2.5,,8.5,,,alive,
04/11/24,6,243228,n,,none,,,0.55,,7,,m,alive,
04/11/24,6,243339,n,,none,,,0.55,,7,,m,alive,
04/11/24,6,244840,y,2024,none,,,0.55,,7,,m,alive,
04/11/24,6,244847,n,,none,,,0.55,,7,,,alive,
04/11/24,6,244832,n,,red,n,2020_2021,0.55,,7,,,alive,
04/11/24,6,243237,n,,yellow,n,2017,0.55,,7,,,alive,
04/11/24,6,243243,n,,yellow & red,n,2017,0.55,,7,,,alive,
04/11/24,6,244868,n,,none,,,0.55,,7,,m,alive,
04/11/24,6,243361,n,,pink,n,2018,0.55,,7,,,alive,
04/11/24,6,244752,n,,red,n,2020_2021,0.55,,7,,,alive,
04/11/24,6,244821,n,,red,n,2020_2021,0.55,,7,,,alive,
04/11/24,6,243215,n,,pink,n,2018,0.55,,7,,,alive,
04/11/24,6,243375,n,,yellow,n,2017,0.55,,7,,m,alive,
04/11/24,1,244888,n,,none,,,24.46,,9,,,alive,
04/11/24,1,243318,n,,orange,n,2019,24.46,,9,,,alive,
04/11/24,1,244880,n,,none,,,24.46,,9,,m,alive,
04/11/24,1,244814,y,2024,none,,,24.46,,9,,,alive,
04/11/24,3,244854,n,,none,,,24.94,,8,,,alive,
04/11/24,5,244839,n,,none,,,14.07,,7.7,,,alive,
04/11/24,5,none,,,none,,,14.07,,7.7,,f,alive,gravid
04/11/24,5,244902,n,,none,,,14.07,,7.7,,,alive,
04/11/24,0,244837,n,,none,,,,,,,,alive,near entrance
04/11/24,0,244729,y,2024,none,,,,,,,m,alive,near entrance
04/11/24,7,243218,n,,none,,,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,244894,y,2024,yellow,n,2017,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,244901,y,2024,none,,,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,243304,n,,orange,n,2019,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,243254,n,,red,n,2020_2021,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,243309,n,,pink,n,2018,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,244818,n,,none,,,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,244732,n,,none,,,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,244737,y,2024,none,,,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,243345,n,,none,,,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,244863,n,,none,,,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,243352,n,,yellow,n,2017,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,243258,n,,pink,n,2018,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,243400,n,,none,,,1.5,22.08,6.9,9.1,,alive,
04/11/24,7,243290,n,,red,n,2020_2021,1.5,22.08,6.9,9.1,,alive,
04/11/24,11,243365,n,,yellow,n,2017,13.36,,8.5,,,alive,
04/11/24,11,none,,,none,,,13.36,,8.5,,f,alive,gravid
04/11/24,11,244712,y,2024,none,,,13.36,,8.5,,,alive,
04/11/24,11,243328,n,,red,n,2020_2021,13.36,,8.5,,,alive,
04/11/24,11,none,,,orange,n,2019,13.36,,8.5,,f,alive,gravid
04/11/24,11,243230,n,,yellow,n,2017,13.36,,8.5,,,alive,
04/11/24,11,243332,n,,none,,,13.36,,8.5,,,alive,
04/11/24,11,none,,,none,,,13.36,,8.5,,f,alive,gravid
04/11/24,11,243264,n,,orange,n,2019,13.36,,8.5,,,alive,
04/11/24,11,244744,y,2024,none,,,13.36,,8.5,,,alive,
04/11/24,11,243220,n,,pink,n,2018,13.36,,8.5,,,alive,
04/11/24,11,244778,n,,orange,n,2019,13.36,,8.5,,,alive,
04/11/24,11,243390,n,,yellow,n,2017,13.36,,8.5,,,alive,
04/11/24,11,243348,n,,yellow,n,2017,13.36,,8.5,,,alive,
04/11/24,11,243260,n,,orange,n,2019,13.36,,8.5,,,alive,
04/11/24,11,244790,y,2024,red,n,2020_2021,13.36,,8.5,,,alive,
04/11/24,11,244789,y,2024,orange,n,2019,13.36,,8.5,,,alive,
04/11/24,11,244715,y,2024,none,,,13.36,,8.5,,,alive,
04/11/24,11,none,,,none,,,13.36,,8.5,,f,alive,gravid
04/11/24,11,243242,n,,yellow,n,2017,13.36,,8.5,,,alive,
04/11/24,11,244754,y,2024,none,,,13.36,,8.5,,,alive,
04/11/24,11,243282,n,,red,n,2020_2021,13.36,,8.5,,,alive,
04/11/24,11,243311,n,,none,,,13.36,,8.5,,,alive,
04/11/24,11,none,,,none,,,13.36,,8.5,,f,alive,gravid
04/11/24,9,none,,,none,,,24.07,,7.7,,f,alive,gravid
04/11/24,12,244741,n,,orange,n,2019,22.31,,8.3,,,alive,
04/11/24,12,243341,n,,none,,,22.31,,8.3,,,alive,
04/11/24,8,244830,n,,none,,,13.6,,8.2,,,alive,
04/11/24,8,244759,n,,none,,,13.6,,8.2,,,alive,
04/11/24,13,243211,n,,orange,n,2019,22.31,,8.3,,,alive,
04/11/24,15,243244,n,,pink & orange,n,2018,1.06,,7.8,,,alive,
04/11/24,15,243246,n,,none,,,1.06,,7.8,,,alive,
04/11/24,15,none,,,none,,,1.06,,7.8,,f,alive,gravid
04/11/24,13,none,,,none,,,22.31,,8.3,,f,alive,gravid
04/11/24,15,243255,n,,none,,,1.06,,7.8,,,alive,
04/11/24,15,none,,,none,,,1.06,,7.8,,f,alive,gravid
04/11/24,15,none,,,red,n,2020_2021,1.06,,7.8,,f,alive,gravid
04/11/24,15,244726,y,2024,red,n,2020_2021,1.06,,7.8,,,alive,
04/11/24,15,243382,n,,none,,,1.06,,7.8,,,alive,
04/11/24,15,244720,n,,none,,,1.06,,7.8,,,alive,
04/11/24,15,243327,n,,orange,n,2019,1.06,,7.8,,,alive,
04/11/24,15,243343,n,,none,,,1.06,,7.8,,,alive,
04/11/24,15,244867,y,2024,none,,,1.06,,7.8,,,alive,
04/11/24,0,243257,n,,none,,,,,,,,alive,beyond pool 15
04/11/24,13,244755,n,,orange,n,2019,22.31,,8.3,,f,alive,gravid
04/11/24,13,243386,n,,red,n,2020_2021,22.31,,8.3,,,alive,
04/11/24,13,244748,y,2024,none,,,22.31,,8.3,,,alive,
04/11/24,13,243397,n,,none,,,22.31,,8.3,,,alive,
04/13/24,1,243318,n,,orange,n,2019,13.45,,10.8,,,alive,
04/13/24,1,244880,n,,none,,,13.45,,10.8,,m,alive,
04/13/24,1,not scanned,,,not scanned,,,13.45,,10.8,,,alive,uncaptured
04/13/24,0,244830,n,,none,,,,,,,,alive,below pool 5
04/13/24,6,244799,y,2024,none,,,0.23,,7.8,,m,alive,
04/13/24,7,none,,,none,,,0.22,15.3,8.2,11.1,f,alive,gravid
04/13/24,7,none,,,yellow,n,2017,0.22,15.3,8.2,11.1,f,alive,gravid
04/13/24,7,none,,,none,,,0.22,15.3,8.2,11.1,,dead,
04/13/24,8,243399,n,,red,n,2020_2021,2.49,,9.4,,m,alive,
04/13/24,11,none,,,none,,,0.91,,10.4,,f,alive,gravid
04/13/24,11,243348,n,,yellow,n,2017,0.91,,10.4,,m,alive,
04/13/24,11,244837,n,,none,,,0.91,,10.4,,m,alive,
04/13/24,12,244741,n,,orange,n,2019,0.68,,8.6,,m,alive,
04/13/24,16,none,,,none,,,0.32,,8.2,,f,alive,gravid
04/13/24,16,244770,y,2024,none,,,0.32,,8.2,,m,alive,
04/13/24,0,none,,,none,,,,,,,f,alive,gravid; pool beyond pool 15
04/13/24,15,244755,n,,orange,n,2019,0.87,,8.9,,f,alive,gravid
04/13/24,15,244864,n,,none,,,0.87,,8.9,,m,alive,
04/13/24,0,none,,,none,,,,,,,f,alive,gravid; way beyond 15
04/13/24,8,244837,n,,none,,,2.49,,9.4,,m,alive,
04/13/24,5,none,,,none,,,2.94,,10.6,,f,alive,gravid
04/13/24,0,none,,,none,,,,,,,f,alive,gravid; above pool 5
04/14/24,0,none,,,none,,,27.34,,13,,f,dead,small pool next to pool 4
04/14/24,7,243309,n,,red,n,2020_2021,12.45,21.15,12.1,14.3,f,alive,gravid
04/14/24,7,243342,n,,none,,,12.45,21.15,12.1,14.3,f,alive,gravid
04/14/24,7,not scanned,,,,,,12.45,21.15,12.1,14.3,f,alive,uncaptured; gravid
04/14/24,7,243333,n,,none,,,12.45,21.15,12.1,14.3,f,alive,gravid
04/14/24,11,243205,n,,orange,n,2019,0.45,,11.2,,f,alive,gravid
04/14/24,11,none,,,none,,,0.45,,11.2,,f,alive,gravid
04/14/24,11,none,,,none,,,0.45,,11.2,,f,alive,gravid
04/14/24,11,244778,n,,orange,n,2019,0.45,,11.2,,f,alive,gravid
04/14/24,11,none,,,none,,,0.45,,11.2,,f,alive,gravid
04/14/24,11,none,,,none,,,0.45,,11.2,,f,alive,gravid
04/14/24,11,none,,,none,,,0.45,,11.2,,f,alive,gravid
04/14/24,11,none,,,yellow,n,2017,0.45,,11.2,,f,alive,gravid
04/14/24,11,none,,,none,,,0.45,,11.2,,f,alive,gravid
04/14/24,16,none,,,none,,,0.29,,8.8,,f,alive,gravid
04/14/24,13,none,,,red,n,2020_2021,9.35,,13.1,,f,alive,gravid
04/14/24,13,none,,,red,n,2020_2021,9.35,,13.1,,f,alive,gravid
04/14/24,13,none,,,none,,,9.35,,13.1,,f,alive,gravid
04/14/24,15,none,,,none,,,0.43,,9.3,,f,alive,gravid
04/14/24,15,243244,n,,pink,n,2018,0.43,,9.3,,f,alive,gravid
04/14/24,15,243331,n,,none,,,0.43,,9.3,,f,alive,gravid
04/14/24,15,244720,n,,none,,,0.43,,9.3,,m,alive,
04/14/24,15,none,,,none,,,0.43,,9.3,,f,alive,gravid
04/14/24,15,none,,,orange,n,2019,0.43,,9.3,,f,alive,gravid
04/14/24,15,244726,n,,red,n,2020_2021,0.43,,9.3,,m,alive,
04/14/24,15,243232,n,,none,,,0.43,,9.3,,f,alive,gravid
04/14/24,15,244755,n,,orange,n,2019,0.43,,9.3,,f,alive,gravid
04/14/24,0,243362,n,,none,,,,,,,f,alive,gravid; above pool 9
04/14/24,0,none,,,none,,,,,,,f,alive,gravid; above pool 2
04/14/24,0,none,,,none,,,,,,,f,alive,gravid; below pool 6
04/14/24,7,none,,,none,,,12.45,21.15,12.1,14.3,f,alive,gravid
04/14/24,7,none,,,none,,,12.45,21.15,12.1,14.3,f,alive,gravid
04/14/24,7,none,,,none,,,12.45,21.15,12.1,14.3,f,alive,gravid
04/14/24,0,none,,,none,,,,,,,f,alive,gravid; traveling to pool 7
04/14/24,12,none,,,yellow,n,2017,0.37,,10.1,,f,alive,gravid
04/15/24,0,none,,,none,,,27.71,,13.9,,,dead,small pool next to pool 4
04/15/24,2,none,,,none,,,24,,15.2,,f,alive,gravid
04/15/24,0,none,,,none,,,,,,,f,alive,gravid; below pool 5
04/15/24,8,none,,,none,,,7.83,,14.6,,f,alive,gravid
04/15/24,0,none,,,none,,,,,,,f,alive,gravid; near pool 8
04/15/24,7,none,,,none,,,0.73,15.1,11.2,15.8,f,alive,gravid
04/15/24,7,243362,n,,none,,,0.73,15.1,11.2,15.8,f,alive,gravid
04/15/24,7,244907,n,,none,,,0.73,15.1,11.2,15.8,f,alive,gravid
04/15/24,7,none,,,none,,,0.73,15.1,11.2,15.8,f,alive,gravid
04/15/24,7,none,,,none,,,0.73,15.1,11.2,15.8,f,alive,gravid
04/15/24,11,none,,,red,n,2020_2021,15.03,,15.8,,f,alive,gravid
04/15/24,11,not scanned,,,not scanned,,,15.03,,15.8,,f,alive,uncaptured; laying
04/15/24,11,not scanned,,,not scanned,,,15.03,,15.8,,f,alive,uncaptured; laying
04/15/24,11,not scanned,,,not scanned,,,15.03,,15.8,,f,alive,uncaptured; laying
04/15/24,11,none,,,orange,n,2019,15.03,,15.8,,f,alive,gravid
04/15/24,11,none,,,orange,n,2019,15.03,,15.8,,f,,gravid
04/15/24,11,none,,,none,,,15.03,,15.8,,f,,gravid
04/15/24,11,none,,,none,,,15.03,,15.8,,f,,gravid
04/15/24,11,none,,,none,,,15.03,,15.8,,f,,gravid
04/15/24,11,244837,n,,none,,,15.03,,15.8,,m,,
04/15/24,11,244742,y,2024,none,,,15.03,,15.8,,f,,
04/15/24,11,244771,y,2024,none,,,15.03,,15.8,,f,,
04/15/24,11,244727,y,2024,none,,,15.03,,15.8,,f,,
04/15/24,12,none,,,none,,,0.35,,11.8,,f,,gravid
04/15/24,11,244709,y,2024,none,,,15.03,,15.8,,f,,
04/15/24,11,not scanned,,,not scanned,,,15.03,,15.8,,f,,uncaptured; laying
04/15/24,13,244851,n,,none,,,7.41,,14.6,,m,,just outside of pool 13
04/15/24,15,244781,y,2024,red,n,2020_2021,0.43,,10.2,,f,,
04/15/24,0,none,,,none,,,,,,,f,,gravid
04/15/24,6,243282,n,,red,n,2020_2021,0.24,,10.9,,m,,
04/15/24,5,244733,y,2024,none,,,2.98,,13.1,,m,,
04/15/24,5,none,,,none,,,2.98,,13.1,,f,,gravid
04/15/24,0,243333,n,,none,,,,,,,f,,gravid
04/15/24,7,none,,,orange,n,2019,0.73,15.1,11.2,15.8,f,,gravid
04/17/24,0,243309,n,,none,,,,,,,f,dead,below pool 10
04/17/24,15,244785,y,2024,none,,2024,0.41,,11,,f,,
04/18/24,0,none,,,none,,,,,,,,dead,below pool 4 (could have died earlier because we don't usually check this area)
04/20/24,12,244837,n,,none,,,0.41,,9.7,,m,,
04/20/24,12,243365,n,,yellow,n,2017,0.41,,9.7,,f,,
04/20/24,7,243357,n,,orange,n,2019,0.22,7.46,8.2,12,f,,
04/20/24,7,243352,n,,yellow,n,2017,0.22,7.46,8.2,12,,,
04/20/24,13,not scanned,,,not scanned,,,3.26,,10.6,,,,uncaptured
