date,pool,pit,new_pit (y/n),pit_year,color,new_color (y/n),first_year,pool_salinity,pool_salinity_2,pool_temp,pool_temp2,sex,status,notes
4/1/21,7,,,,orange,n,2019,0.48,19.69,7.3,9.4,,alive,
4/1/21,7,,,,yellow,n,2017,0.48,19.69,7.3,9.4,,alive,
4/1/21,7,,,,yellow,n,2017,0.48,19.69,7.3,9.4,,alive,
4/1/21,7,,,,yellow,n,2017,0.48,19.69,7.3,9.4,,alive,
4/1/21,7,,,,yellow,n,2017,0.48,19.69,7.3,9.4,,alive,
4/1/21,8,,,,red,y,2020_2021,4.97,,9.7,,,alive,
4/1/21,8,,,,not scanned,,,4.97,,9.7,,f,alive,laying; uncaptured
4/1/21,11,,,,red,y,2020_2021,17.2,,8.9,,,alive,
4/1/21,11,,,,red,y,2020_2021,17.2,,8.9,,,alive,
4/1/21,11,,,,red,y,2020_2021,17.2,,8.9,,,alive,
4/1/21,12,,,,red,y,2020_2021,0.44,,6,,,alive,
4/1/21,12,,,,not scanned,,,0.44,,6,,,alive,uncaptured
4/1/21,12,,,,not scanned,,,0.44,,6,,,alive,uncaptured
4/2/21,7,,,,red,y,2020_2021,,,,,,alive,
4/2/21,7,,,,red,y,2020_2021,,,,,,alive,
4/2/21,7,,,,red,y,2020_2021,,,,,,alive,
4/2/21,7,,,,red,y,2020_2021,,,,,,alive,
4/2/21,7,,,,red,y,2020_2021,,,,,,alive,
4/2/21,8,,,,red,y,2020_2021,,,,,,alive,
4/2/21,8,,,,red,y,2020_2021,,,,,,alive,
4/2/21,8,,,,red,y,2020_2021,,,,,,alive,
4/2/21,8,,,,red,y,2020_2021,,,,,,alive,
4/2/21,8,,,,yellow,n,2017,,,,,,alive,
4/2/21,8,,,,yellow,n,2017,,,,,,alive,
4/2/21,8,,,,yellow,n,2017,,,,,,alive,
4/2/21,8,,,,yellow,n,2017,,,,,,alive,
4/2/21,11,,,,red,y,2020_2021,,,,,,alive,
4/2/21,11,,,,red,n,2020_2021,,,,,,alive,
4/2/21,12,,,,red,y,2020_2021,,,,,,alive,
4/2/21,12,,,,red,y,2020_2021,,,,,,alive,
4/2/21,12,,,,orange,n,2019,,,,,,alive,
4/2/21,13,,,,red,n,2020_2021,,,,,,alive,
4/5/21,1,,,,red,y,2020_2021,2.05,,9.3,,,alive,
4/5/21,1,,,,red,y,2020_2021,2.05,,9.3,,,alive,
4/5/21,2,,,,orange,n,2019,0.37,,9.2,,,alive,
4/5/21,2,,,,not scanned,,,0.37,,9.2,,,alive,uncaptured
4/5/21,4,,,,red,y,2020_2021,4.78,,8.6,,,alive,
4/5/21,5,,,,red,y,2020_2021,1.13,,9.8,,,alive,
4/5/21,5,,,,red,y,2020_2021,1.13,,9.8,,,alive,
4/5/21,5,,,,orange,n,2019,1.13,,9.8,,,alive,
4/5/21,5,,,,orange,n,2019,1.13,,9.8,,,alive,
4/5/21,5,,,,orange,n,2019,1.13,,9.8,,,alive,
4/5/21,6,,,,red,y,2020_2021,0.24,,7.3,,,alive,
4/5/21,6,,,,red,y,2020_2021,0.24,,7.3,,,alive,
4/5/21,6,,,,red,y,2020_2021,0.24,,7.3,,,alive,
4/5/21,6,,,,red,y,2020_2021,0.24,,7.3,,,alive,
4/5/21,6,,,,red,n,2020_2021,0.24,,7.3,,,alive,
4/5/21,6,,,,orange,n,2019,0.24,,7.3,,,alive,
4/5/21,6,,,,orange,n,2019,0.24,,7.3,,,alive,
4/5/21,6,,,,yellow,n,2017,0.24,,7.3,,,alive,
4/5/21,7,,,,red,y,2020_2021,6.81,,10,,,alive,
4/5/21,7,,,,red,y,2020_2021,6.81,,10,,,alive,
4/5/21,7,,,,red,y,2020_2021,6.81,,10,,,alive,
4/5/21,7,,,,red,y,2020_2021,6.81,,10,,,alive,
4/5/21,7,,,,red,y,2020_2021,6.81,,10,,,alive,
4/5/21,7,,,,red,n,2020_2021,6.81,,10,,,alive,
4/5/21,8,,,,red,y,2020_2021,0.29,,9.2,,,alive,
4/5/21,9,,,,red,y,2020_2021,18.8,,9.3,,,alive,
4/5/21,9,,,,red,y,2020_2021,18.8,,9.3,,,alive,
4/5/21,11,,,,orange,n,2019,0.48,,10.1,,,alive,
4/5/21,12,,,,red,y,2020_2021,0.46,,8.7,,,alive,
4/5/21,12,,,,orange,n,2019,0.46,,8.7,,,alive,
4/5/21,12,,,,yellow,n,2017,0.46,,8.7,,,alive,
4/5/21,12,,,,not scanned,,,0.46,,8.7,,f,alive,laying; uncaptured
4/5/21,13,,,,yellow,n,2017,1.54,,8.8,,,alive,
4/5/21,15,,,,orange,n,2019,0.72,,8.8,,,alive,
4/5/21,15,,,,yellow,n,2017,0.72,,8.8,,,alive,
4/5/21,0,,,,red,y,2020_2021,0.17,,6.8,,,alive,puddle above pool 6
4/5/21,0,,,,red,y,2020_2021,0.17,,6.8,,,alive,puddle above pool 6
4/5/21,0,,,,red,y,2020_2021,0.17,,6.8,,,alive,puddle above pool 6
4/5/21,0,,,,red,y,2020_2021,0.17,,6.8,,,alive,puddle above pool 6
4/5/21,0,,,,red,y,2020_2021,0.17,,6.8,,,alive,puddle above pool 6
4/5/21,14,,,,red,y,2020_2021,0.73,,7.3,,,alive,
4/5/21,0,,,,orange,n,2019,0.17,,6.8,,,alive,puddle above pool 6
4/5/21,0,,,,orange,n,2019,0.17,,6.8,,,alive,puddle above pool 6
4/5/21,0,,,,orange,n,2019,,,,,,alive,rocks above pool 7
4/5/21,0,,,,yellow,n,2017,,,,,,alive,unnumbered pool directly seaward of pool 5
4/7/21,2,,,,red,n,2020_2021,1.64,,11.8,,,alive,
4/7/21,5,,,,red,n,2020_2021,11.5,,11.6,,,alive,
4/7/21,5,,,,red,y,2020_2021,11.5,,11.6,,,alive,
4/7/21,6,,,,yellow,n,2017,0.3,,10,,,alive,
4/7/21,6,,,,yellow,n,2017,0.3,,10,,,alive,
4/7/21,6,,,,orange,n,2019,0.3,,10,,,alive,
4/7/21,6,,,,orange,n,2019,0.3,,10,,,alive,
4/7/21,6,,,,red,n,2020_2021,0.3,,10,,,alive,
4/7/21,7,,,,red,y,2020_2021,0.56,11.3,10.1,,,alive,
4/7/21,7,,,,red,y,2020_2021,0.56,11.3,10.1,,,alive,
4/7/21,7,,,,red,n,2020_2021,0.56,11.3,10.1,,,alive,
4/7/21,7,,,,red,n,2020_2021,0.56,11.3,10.1,,,alive,
4/7/21,7,,,,orange,n,2019,0.56,11.3,10.1,,,alive,
4/7/21,7,,,,orange,n,2019,0.56,11.3,10.1,,,alive,
4/7/21,7,,,,yellow,n,2017,0.56,11.3,10.1,,,alive,
4/7/21,7,,,,yellow,n,2017,0.56,11.3,10.1,,,alive,
4/7/21,7,,,,yellow,n,2017,0.56,11.3,10.1,,,alive,
4/7/21,9,,,,red,n,2020_2021,0.87,,11.1,,,alive,
4/7/21,12,,,,red,y,2020_2021,0.3,,10.8,,,alive,
4/7/21,12,,,,red,n,2020_2021,0.3,,10.8,,,alive,
4/7/21,12,,,,red,n,2020_2021,0.3,,10.8,,,alive,
4/7/21,12,,,,orange,n,2019,0.3,,10.8,,,alive,
4/7/21,12,,,,orange,n,2019,0.3,,10.8,,,alive,
4/10/21,2,,,,red,n,2020_2021,0.24,,12.7,,,alive,
4/10/21,5,,,,red,y,2020_2021,1.29,,13.9,,,alive,
4/10/21,5,,,,red,n,2020_2021,1.29,,13.9,,,alive,
4/10/21,5,,,,orange,n,2019,1.29,,13.9,,,alive,
4/10/21,5,,,,orange,n,2019,1.29,,13.9,,,alive,
4/10/21,5,,,,yellow,n,2017,1.29,,13.9,,,alive,
4/10/21,5,,,,yellow,n,2017,1.29,,13.9,,,alive,
4/10/21,6,,,,red,y,2020_2021,0.14,,11.4,,,alive,
4/10/21,6,,,,red,y,2020_2021,0.14,,11.4,,,alive,
4/10/21,6,,,,red,y,2020_2021,0.14,,11.4,,,alive,
4/10/21,6,,,,red,n,2020_2021,0.14,,11.4,,,alive,
4/10/21,6,,,,red,n,2020_2021,0.14,,11.4,,,alive,
4/10/21,6,,,,red,n,2020_2021,0.14,,11.4,,,alive,
4/10/21,6,,,,red,n,2020_2021,0.14,,11.4,,,alive,
4/10/21,6,,,,red,n,2020_2021,0.14,,11.4,,,alive,
4/10/21,6,,,,red,n,2020_2021,0.14,,11.4,,,alive,
4/10/21,6,,,,orange,n,2019,0.14,,11.4,,,alive,
4/10/21,6,,,,orange,n,2019,0.14,,11.4,,,alive,
4/10/21,6,,,,orange,n,2019,0.14,,11.4,,,alive,
4/10/21,6,,,,orange,n,2019,0.14,,11.4,,,alive,
4/10/21,6,,,,yellow,n,2017,0.14,,11.4,,,alive,
4/10/21,6,,,,yellow,n,2017,0.14,,11.4,,,alive,
4/10/21,6,,,,yellow,n,2017,0.14,,11.4,,,alive,
4/10/21,6,,,,yellow,n,2017,0.14,,11.4,,,alive,
4/10/21,7,,,,red,y,2020_2021,6.74,,14,,,alive,
4/10/21,7,,,,red,y,2020_2021,6.74,,14,,,alive,
4/10/21,7,,,,red,y,2020_2021,6.74,,14,,,alive,
4/10/21,7,,,,red,y,2020_2021,6.74,,14,,,alive,
4/10/21,7,,,,red,n,2020_2021,6.74,,14,,,alive,
4/10/21,7,,,,red,n,2020_2021,6.74,,14,,,alive,
4/10/21,7,,,,orange,n,2019,6.74,,14,,,alive,
4/10/21,8,,,,red,y,2020_2021,0.29,,14,,,alive,
4/10/21,8,,,,red,n,2020_2021,0.29,,14,,,alive,
4/10/21,8,,,,red,n,2020_2021,0.29,,14,,,alive,
4/10/21,11,,,,red,y,2020_2021,5.78,,17.5,,,alive,
4/10/21,11,,,,red,n,2020_2021,5.78,,17.5,,,alive,
4/10/21,11,,,,orange,n,2019,5.78,,17.5,,,alive,
4/10/21,11,,,,yellow,n,2017,5.78,,17.5,,,alive,
4/10/21,12,,,,red,y,2020_2021,0.36,,13.6,,,alive,
4/10/21,12,,,,red,y,2020_2021,0.36,,13.6,,,alive,
4/10/21,12,,,,red,y,2020_2021,0.36,,13.6,,,alive,
4/10/21,12,,,,red,y,2020_2021,0.36,,13.6,,,alive,
4/10/21,12,,,,red,y,2020_2021,0.36,,13.6,,,alive,
4/10/21,12,,,,red,n,2020_2021,0.36,,13.6,,,alive,
4/10/21,12,,,,red,n,2020_2021,0.36,,13.6,,,alive,
4/10/21,12,,,,orange,n,2019,0.36,,13.6,,,alive,
4/10/21,12,,,,orange,n,2019,0.36,,13.6,,,alive,
4/10/21,12,,,,orange,n,2019,0.36,,13.6,,,alive,
4/10/21,12,,,,yellow,n,2017,0.36,,13.6,,,alive,
4/10/21,13,,,,red,y,2020_2021,1.65,,15.4,,,alive,
4/10/21,13,,,,red,n,2020_2021,1.65,,15.4,,,alive,
4/10/21,13,,,,red,n,2020_2021,1.65,,15.4,,,alive,
4/10/21,13,,,,yellow,n,2017,1.65,,15.4,,,alive,
4/10/21,13,,,,yellow,n,2017,1.65,,15.4,,,alive,
4/10/21,15,,,,red,y,2020_2021,0.9,,14.2,,,alive,
4/10/21,15,,,,red,y,2020_2021,0.9,,14.2,,,alive,
4/10/21,15,,,,red,y,2020_2021,0.9,,14.2,,,alive,
4/10/21,15,,,,red,n,2020_2021,0.9,,14.2,,,alive,
4/10/21,15,,,,red,n,2020_2021,0.9,,14.2,,,alive,
4/10/21,15,,,,red,n,2020_2021,0.9,,14.2,,,alive,
4/10/21,15,,,,orange,n,2019,0.9,,14.2,,,alive,
4/10/21,0,,,,red,y,2020_2021,,,,,,alive,on rocks near pool 5
4/10/21,0,,,,red,y,2020_2021,,,,,,alive,on rocks near pool 5
4/10/21,0,,,,red,y,2020_2021,,,,,,alive,on rocks near pool 5
4/10/21,0,,,,red,n,2020_2021,,,,,,alive,small pool seaward of pool 5
4/12/21,6,,,,red,y,2020_2021,0.08,,12,,,alive,
4/12/21,6,,,,orange,n,2019,0.08,,12,,,alive,
4/12/21,7,,,,red,y,2020_2021,0.25,,14,,,alive,
4/12/21,7,,,,red,y,2020_2021,0.25,,14,,,alive,
4/12/21,7,,,,red,n,2020_2021,0.25,,14,,,alive,
4/12/21,7,,,,red,n,2020_2021,0.25,,14,,,alive,
4/12/21,7,,,,orange,n,2019,0.25,,14,,,alive,
4/12/21,7,,,,orange,n,2019,0.25,,14,,,alive,
4/12/21,11,,,,yellow,n,2017,0.69,,13.8,,,alive,
4/12/21,13,,,,red,n,2020_2021,3.45,,15.8,,,alive,
4/12/21,15,,,,red,n,2020_2021,0.45,,13.6,,,alive,
4/12/21,15,,,,red,y,2020_2021,0.45,,13.6,,,alive,
